bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC009226.1,AC073578.1,AC069280.1,Z99916.1
AC009690.2,C8orf34-AS1,AL603962.1,AC011365.1
LINC02606,INSL3,AL162585.1,AL133387.2
AC026347.1,COPS7B,AC093579.1,AC090946.1
AP000873.2,COX6B2,SPATA31E1,AC009313.1
OR7A17,AC105046.1,NBPF6,BUB1B
MFSD4A,AC008121.3,AMY1C,ZNF214
ZNF142,HUWE1,AC093772.2,SPCS1
PORCN,SLC24A5,AC093831.1,DYSF
AC244090.1,AC084114.1,AC127496.2,AL021308.1
AP003327.2,LPA,AC127496.4,FER1L6
DRP2,MYCBP2-AS2,OR10G2,CCDC39
MRPL13,NKX3-1,SPRR1B,AC005042.2
DEPDC5,AC109809.1,CAPZA3,AC007014.2
TLCD2,AC091564.5,AC084819.1,RASL11B
ANG,LRRN4,KRTAP10-11,EBF2
LINC02828,AP000880.1,SCYGR6,AC010168.2
NIBAN3,MAP3K14,AP005205.1,ATP11A-AS1
GPX7,WT1-AS,AC093714.1,AC103810.5
AC079313.2,LINC01160,AC073626.1,AC008964.1
AL135787.1,AC010255.3,AC006159.2,DGKK
CCN1,TLR6,C7orf66,ETV3L
USP31,FUT8-AS1,AL773545.1,OSGEPL1-AS1
NUTM1,OR2F1,FAM74A1,TCTE1
AC008127.1,AC091153.3,AC100791.1,AC084882.1
AKAP13,ZNF587B,LINC01904,CXCR6
LUNAR1,AC245060.2,IGKV2OR2-2,AC012417.1
DTWD2,AC021016.3,IGKV2OR2-1,TRIM59
AC007736.1,AC009630.1,AL662789.1,EPPK1
DDR1-DT,LINC02040,HLA-DQB1-AS1,AC007431.2
NAPSA,AC008728.1,AL079303.1,LINC02181
TMEM187,CCDC89,IGLV4-69,AC022903.2
AL109945.1,DNAH1,OR2T29,AC021755.3
ITIH6,AC011498.1,AC032019.2,OR2A7
P2RX5,AC118658.1,AL358215.2,LINC01501
PPARA,AL079301.1,MT1HL1,ACHE
NHLRC1,AC068389.2,AP000696.3,AC046168.2
ZC3H6,ADGRF3,AL391832.3,AC118555.1
MRVI1-AS1,HYPK,LINC00112,BMT2
CPM,NBL1,H2BFS,AC104370.1
SOX11,AC093722.1,IGKV2D-19,AC090517.2
AC103874.1,CLDN11,CRYAA,NLRP5
AC099332.1,ANXA9,IL1F10,AC062015.1
AC009560.4,AC110597.3,IL36RN,AL442071.2
ADCY1,AC121761.1,AL356361.2,AL139232.1
LINC00392,AC138207.4,LINC01866,CLDN20
AC092958.4,LINC00504,AC010745.1,AC117480.1
GTF2B,AC005726.4,BX284656.2,AC114977.1
ACAD9,AL161431.1,PRAMEF2,AC093292.1
AC005037.1,AC018645.3,PRAMEF12,AC073225.1
AC021016.2,C2orf16,PRAMEF17,ISLR2
VWA3A,PLPP1,AC243961.1,AC092546.1
EXOC3,AC063962.1,PRAMEF33,AL161725.1
AGAP1-IT1,AC068870.1,IGKV2D-40,AC107072.2
MFSD14B,ZNF610,AC017002.2,MMP23B
AC005884.1,AC017053.1,IGLVI-70,AP002336.1
SMIM29,AP002761.2,GUCA1A,AC116407.1
AC022762.1,AC006145.1,AL365205.3,ST20-AS1
AL512625.3,AL121890.4,AL096814.1,CRTAM
LZTS1,ZNF460,SSX4B,CACNA1C-AS1
ZSWIM3,AL109741.1,AL606534.3,NDST3
AKT2,AC011632.2,AC007528.1,ADPRH
TRAF3,LINC01890,AC007688.3,AP000696.1
LACC1,AC007846.1,AP006748.2,HECW2-AS1
AC006449.5,CASC17,IGKV5-2,AC010735.1
ARHGAP5-AS1,AC092567.1,CSN3,OR56A1
ZXDB,LINC02773,AL713998.3,CASP1
AL133166.1,NIBAN3,AC021072.1,SLC7A7
KRT74,RNF180,AL356277.2,AL121989.1
LINC00824,AC066613.2,AL929601.3,AC018410.1
SCLY,AL008638.5,PF4V1,C6orf47
ANKLE1,UBR5-AS1,AC098825.1,APH1A
EN1,RORB,AC108206.1,CEACAM8
UBXN6,URGCP,AC087311.2,AC008750.7
SMC2,LINC02392,AC112242.1,AL353746.1
PCMTD1,ATP23,AC112242.2,AC078795.2
PBDC1,LINC01440,AL590227.1,AC063977.3
LIMA1,CCDC57,LINC00399,AC117373.2
GMPR2,AL592182.2,CABS1,AJ006995.1
AC016168.2,C13orf42,GJA8,LRRC10
FAM227B,AC091965.4,SPATA31A5,LINC01676
AC002553.1,AC087289.2,PPIAL4F,AC016933.1
ZNF879,AC013270.1,AL627230.3,LINC02281
AC026991.2,TNFSF15,AC012531.1,LRRC73
PSMG3,SSSCA1-AS1,AL159990.2,TDRD12
AC096642.1,LINC01046,LINC01875,LINC01823
AL161941.1,AC068726.1,AC093326.2,MAGI1-AS1
ARHGAP32,KIF26A,SCGB1C2,RAD51AP2
KAT14,WDR78,IL17A,PLEKHG4
RASGRF2,AC117509.1,HOXC5,LINC00437
AC073333.1,AC002064.1,AC012070.1,HBZ
AC023905.1,AC110285.3,OR6B3,Z82215.1
FARSB,AC078962.2,AC129507.3,AC110611.1
TM4SF1,AC007950.1,TSHB,AL133390.1
C17orf99,ARAP3,CU104787.1,BEST2
PIP4K2C,MRPL30,LINC02337,SIX3-AS1
CHN2,AC106053.1,BX072579.1,LINC02334
SLC45A1,HMBOX1-IT1,RNASE12,AC019171.1
DDB2,SEPTIN9-DT,RNASE9,PRICKLE2-AS2
CTU2,AP000864.1,AC092542.1,LINC01507
AC006398.1,AL356277.3,AL049555.1,FGF10-AS1
ENDOD1,TSPAN12,OR4K14,FAM3D
MAN2B2,KRT15,OR6B2,HSF5
ALDH5A1,AC022039.1,AC005050.1,AC107373.1
CDH3,IL21-AS1,AC011603.3,HYLS1
EDN1,AC069214.1,HOXC12,CYP21A2
AF106564.1,AC128687.2,HOXC13,AC012557.2
KLHL18,SLIT3,IGKV1OR2-6,AL031673.1
AC007610.2,SLC30A3,AC104619.2,AC010442.1
AC093752.2,LINC02078,IGKV3D-20,SMLR1
AL669841.1,AC073957.2,IGKV6D-21,KLHL7-DT
AL035467.2,AC131971.1,AC241644.3,AC140481.1
BCAS3,C2orf91,IGKV2D-23,AC110491.3
QDPR,LINC01612,IGKV2D-24,CILP
RCE1,TMEM200B,PPP4R3C,RNASEH2A
AL845472.1,AL513218.2,CXCR1,CLEC18C
ACOT13,AL391244.1,SCYGR3,AP002856.2
CALCA,GPRC6A,TRBV29OR9-2,AC244517.2
AL162726.4,AC073878.2,IGLVI-68,AC096747.1
AC127002.2,KCNJ12,LCE3C,AC036222.1
PCDHGB7,AC110048.2,AC078776.1,FCRL5
AC080132.1,AP001116.1,IGKV1D-22,BSX
AC074050.4,AC023469.2,AC023490.5,AC093690.1
AC093519.2,AC007601.1,AC011718.1,AL138762.1
AC109992.2,AC008505.1,AL355922.3,AL355297.3
AL355314.1,AC009720.1,LINC01803,CHRNA6
CFH,NPEPPS,AC068594.1,AL133343.2
AC012184.3,KCNJ15,CMA1,TSPEAR-AS2
XKR4,AC009646.2,PPP1R2C,AC105935.2
AC012360.2,AL161729.2,KRTAP10-12,AC068756.1
LINC00519,AC131025.1,KRTAP12-3,AL133297.1
C1orf112,APOBEC1,AL589765.2,AL355531.1
ADK,AC096577.1,IGKV3OR2-5,AC024267.5
AC016597.1,AC005329.1,IGKV1OR2-3,AC122719.3
RMND5B,PDF,IGKV1D-27,GMCL2
AL356113.1,PNPLA3,IGKV2D-28,AC007787.1
AC016644.1,AC090004.2,IGKV2D-29,AF178030.1
TMSB15B-1,AC004023.1,IGKV2D-30,LINC01806
LINC00588,ASAP1,IGKV3D-31,OR6C4
BLCAP,AC092070.3,AC000067.1,HIST2H3D
AL591770.1,AL137002.2,OR11H1,LINC02513
UBE2J2,EPN3,HIST2H3A,DUSP13
EBLN3P,LINC01766,TRAJ30,AL033381.1
LACTB2-AS1,LINC02466,TRAJ31,RETNLB
LETM1,ZNF341,TRAJ53,CTSW
GET4,COQ4,AC005324.2,AC091607.2
CLN6,AC087857.1,H3.Y,AC004217.1
AC092803.1,AC008906.2,TAF11L10,AC026401.1
CXCL17,ARF4-AS1,TAF11L9,MLXIPL
AC012511.2,AC073575.1,TRAJ22,BCL2L10
BTG2,LINC00857,IGLV3-22,AC010326.3
AC098969.2,AC074237.1,TRAJ7,KCNK17
AL031280.1,AC009682.1,TRAJ23,PRELID3B
AL161630.1,PCAT5,TRAJ24,AC008438.2
ELAVL2,PCAT18,TRAJ25,AC103982.1
TWIST1,AL034548.2,TRAJ27,AL451047.1
CHST7,AC016650.1,TRAJ28,LINC01209
METTL1,AC007922.3,AC119427.1,THAP11
USP51,ASGR2,AL713866.1,RNF26
GLA,KRT8,CT47A3,USP28
COL9A3,AC141586.3,TRAJ6,AC055839.2
FAM229A,AC020611.2,CT47A7,AC092119.2
EIF3A,NLRP12,SERPINA7,AC090709.1
AP001636.3,YY2,TRAJ42,SLC10A6
ZNHIT2,AC016590.2,AC034223.2,AC022784.5
NR1H3,MT1G,KRT6C,AC090907.1
KCNH7,CHRNA6,KRT6B,AC004837.4
DMAC1,CCDC18-AS1,KRT75,ABCG5
CD300LG,CENPW,AC073188.5,C9orf163
AC092894.1,AC018761.2,TRAJ29,KYNU
AL390061.1,LINC01763,AC068483.1,MEIOC
AC021242.2,AL592435.1,AC078851.1,AC114546.2
AC073571.1,FP325318.1,AC012629.1,ABCC5-AS1
TAS2R20,AL133476.1,AC092336.1,AC093330.1
MUSK,AC012100.2,AC034229.3,AC026691.1
GRIN2D,AC090971.5,AC016383.3,SGCB
IL13RA2,STS,Z82198.2,PTPRD-AS1
TGFB1I1,PPP1R42,GPR25,DZANK1
LINC01995,AC083805.2,SPDYE4,AC120042.2
SLC12A9,SYNE1,AC114501.3,AL133372.2
AL022098.1,AC063944.1,KRT7-AS,GLYCTK
LINC01118,CRY1,C12orf80,AC233263.6
ADGRL1,CALN1,AC025154.1,SMC4
DYRK3,AC104066.4,KRT77,WNT10B
ZNRD2,AL022322.1,KRT73,AC087276.1
SLC25A42,WDR37,TRAJ18,MYD88
AP002360.1,PRDM15,TRAJ19,SPANXA2-OT1
AC067817.2,AL513523.3,AC074290.2,AJ003147.2
ARPC2,AC011446.1,CT47A4,BX649632.1
AL358976.2,AP002001.3,HOXD12,AL807761.3
CLLU1OS,AC004691.1,AC092442.1,AC156455.1
AC099677.4,CHMP4C,CCDC103,AC127496.1
AC068492.1,AC130456.5,AC010733.2,RPGRIP1
LINC02101,UNC93A,AC107926.1,EPHA7
CCAT2,AC116036.2,OR1J1,AL034417.4
AL591719.2,AC004263.1,OR1N1,TRAV27
AL035250.1,AC132938.3,IGLCOR22-1,AC100858.4
BHLHA15,TLK2,AC079163.1,TRAV8-7
AC092377.1,AL137157.1,HOXD11,TRDV1
OOEP,LRRC74A,CT47A5,HOXA9
AC007240.3,GABRR1,CT47A6,AC004080.2
DERL3,HLA-DQA1,COL18A1-AS2,IGLV5-48
MSX2,AL592463.1,AC135178.2,PRAMEF8
AC095032.1,AL596325.1,AC129492.2,TRAV23DV6
ALAD,AL136097.2,TAF11L7,AC139426.2
AP000721.2,FAM225A,AC106774.4,IGLV3-2
HECW2-AS1,LINC00349,AC003688.2,AC124312.3
MFSD12,UGGT2,AC007631.1,IGLV3-1
FSD2,AC016590.4,AL161731.1,AC087463.1
PARP15,LRRIQ4,AC105105.2,IGLJ1
TRMT2A,CPT1A,TRAJ21,IGLJ2
DBH-AS1,CDS1,TAF11L8,IGLJ3
AC018638.6,AC025265.1,AC106821.1,IGLV1-40
LINC01483,LINC01569,LINC02239,LINC01523
VPS45,CHRDL2,AC010387.1,AC107976.1
SYT12,SAMD14,AC139497.1,AC009930.1
AC006197.2,LRRC37A,AL596211.1,IGLV1-47
CLEC14A,ZNF500,Z82185.1,TRAJ46
DPM2,AL390816.1,AC105105.4,TRAV29DV5
PPP1R1A,ERFE,TRAJ48,TRAV40
RASSF10,GPR20,TRAJ49,HOXA6
AC084064.1,CCDC148-AS1,TRAJ50,AC012060.1
LINC02681,GRXCR1,TRAJ51,AC090696.1
AC103843.1,SLC14A2-AS1,TRAJ52,AC104002.2
AC004816.2,UHRF2,AC099681.3,TRAJ45
FAM110A,OR56B1,AC092447.8,AC090164.4
HDAC1,AC092377.1,TRAV26-2,AC060814.4
SART1,AL035250.1,LIF-AS1,AC012414.4
LINC01942,LINC02101,TRAV30,IGLVVII-41-1
TOP2A,CLLU1OS,TRAV29DV5,AL031283.3
LINC02053,BHLHA15,TRAV28,AL137078.2
AC027801.1,AC009019.1,TRAV27,AL049541.1
INIP,AL353804.1,AC068789.1,AL357558.1
INAFM2,AC008273.1,AP005121.2,MC3R
AC245884.10,AC020934.2,AL390730.2,AC019349.1
AC020651.2,PRR29,TRAJ32,AC090753.1
ALKBH5,AL391056.1,AC006455.5,IGLVI-42
AC021678.2,AC026585.1,TRAV31,AL356277.2
LIPT1,Z99716.1,TRDJ4,AC124301.1
SPATA32,SERPINB7,TRDJ1,MRGPRX4
AC005597.1,AP000233.2,TRDD3,HOXA1
KATNA1,HIST1H2AE,TRDD2,PRAMEF18
GIMAP5,AL390955.2,TRDD1,AL139351.1
CHST3,LINC02660,TRAV20,AC112242.2
COLGALT1,AC023794.3,TRAV19,TRAJ48
AC073071.1,CACNA1C-AS3,TRAJ56,AC007923.1
MYO1C,SLC47A2,TRAJ46,TRDD3
AP003110.1,DUSP15,TRAV38-1,TRDD2
AC022613.2,CNN1,TRAV37,TRDD1
NTS,TRIM60,TRAV36DV7,TRDV2
ASIP,TLR3,TRAV35,OR51G2
VANGL2,AL157912.1,TRDJ3,AC006065.3
C19orf81,AC116913.1,TRAV34,TRAJ47
AC027544.2,AC007695.1,TRDJ2,CU639417.1
MAPK8IP3,SULT2A1,TRAJ47,AC122688.5
AL162385.1,ACSF2,AC006455.4,TRAJ56
CFAP73,AC067817.1,TRAV39,TRDJ1
PLCD1,AC005280.1,RHOXF2B,TRDJ4
GIT1,CTSV,TRAJ8,AL355526.2
AC005775.1,LINC00370,TRAJ9,TRAV39
LINC00930,EZR,TRAJ10,OR52W1
PABPC1L,CD200,TRAJ11,TRDJ2
NUSAP1,SRRM2-AS1,TRAJ12,TRDJ3
FRMD6-AS1,SLC26A8,TRAJ43,TRAJ31
MYOCOS,TFCP2L1,TRAJ44,CYP11B2
PURPL,FAM163A,AC092848.1,TRAV38-1
AL365434.2,CATSPER2,TRAJ41,TRAV37
AC007773.1,AC006111.3,CT47A11,TRAV36DV7
NFKBIL1,AL590432.1,CT47A12,LINC02852
CEP131,NOXO1,AC008162.2,AC090985.2
AC073336.1,AHCYL2,CT47B1,AC022523.3
TSPOAP1-AS1,KIRREL1,AL031726.1,TRAJ61
AC109597.1,MMP1,AL031726.2,TRAJ60
LINC01982,AL162731.1,TEX50,TRAJ59
LINC00910,AC073409.2,Z97198.1,AC108002.1
AC016556.1,AC010247.2,TRAJ45,TRAJ57
LINC01527,DRGX,POM121L12,XAGE1A
ENOPH1,SHANK2-AS2,OR6C70,FOXR2
ALG10,AF001550.1,TRAJ36,FAM215A
AC100779.1,SCRT1,TRAJ37,PAGE5
VPS37D,ZNF98,TRAJ38,TRAJ58
TMPRSS11F,TNNI3K,TRAJ54,AC112242.1
BRD3,AC007277.1,TRAJ40,PRAMEF14
SSX2IP,AC008625.1,KRT4,SPATA17-AS1
WDR74,ANKRD11,HOXC-AS1,IGLV9-49
AP006333.1,AC004448.3,AL591504.1,AL451081.1
OSBPL10,CEP83-DT,TRAJ14,OR5K3
NEK5,AP001432.1,TRAJ16,TRAJ53
AL133255.1,LRGUK,TRAJ17,TRAJ52
AC022023.2,UPRT,TRAJ1,LINC02441
AC004990.1,IQCN,TRAJ2,TRAJ51
PTTG1,AC112503.2,TRAJ3,AC108206.1
TFDP1,MRPL58,TRAJ4,TRAJ50
TRIM11,AC135178.4,TRAJ5,TRAJ49
LINC02796,MAP2K6,BX119904.2,LINC01670
LINC01366,AC021573.1,HOXC-AS2,PRAMEF19
CTPS2,LINC01922,AC009365.3,AL358215.2
EEF1AKNMT,FCMR,AC005551.1,IGLV7-43
ABAT,AC100768.1,KRTAP10-6,IGLV1-44
KLHL34,ELOVL3,AC107464.2,IGLV3-32
MIR4527HG,AL162384.1,NKX1-1,AC024270.3
AP002765.1,CASK-AS1,AC005379.1,AL355803.1
RAB34,LINC02831,SSU72P8,OR10A5
ZNF780A,AC004801.3,AC013727.1,OR2D3
DYNC1LI2,DEFB123,AC104463.1,TRAV30
MIR17HG,AC007349.2,AC096644.3,AC083841.3
AC099518.4,AC020763.1,LINC01941,LRRC3C
GFRA2,AC004672.2,AC138028.3,AL136096.1
ZCCHC10,AC144450.1,AC122136.1,AC006205.1
CHI3L1,AL357054.5,LINC01614,LINC01718
MAD2L1BP,JARID2,AF064858.2,AL450469.1
AC016722.2,AC027307.3,DSCR4-IT1,BX640514.1
LINC01482,AC090559.2,DSCR4,MIR1-1HG
PRELID2,DSCC1,AP001610.3,CYP11B1
DTNBP1,AL353052.1,AL355526.1,IGLV3-26
AC012464.2,AC069444.1,AL133319.1,IGLV3-27
PIGBOS1,IFITM1,KRTAP12-2,IGLV2-28
AC023157.3,ZNF37A,KRTAP12-4,IGLV3-29
PIP5KL1,PANX1,AC112198.3,HNRNPCL4
NUP85,TRPV2,TAAR5,IGLV3-30
AL445307.1,GTPBP8,OR2A4,AC105275.2
ZNF658,AC091544.4,TAAR1,AC093772.2
AC026894.1,AC011503.2,OLIG3,AL031429.1
PLCB3,NARF-IT1,AC073632.1,TRAJ29
SYT13,CA5A,AC005908.2,TRAJ30
GTF2F1,CACNA1H,AC005344.1,IGLV2-33
RBP4,C9orf152,AC073326.2,IGLV2-34
PUM3,AC007938.1,CT45A6,IGLV7-35
LIN52,AC068535.1,CT45A5,PRAMEF13
GRTP1,AC069281.1,KRTAP10-1,IGLVI-38
DEGS2,LINC01574,AP001063.1,AC027541.1
PCMTD2,GALC,KRTAP12-1,AC005281.1
TADA3,ETNK1,AC073409.1,TRAJ28
KLF7,AC090709.1,LINC02065,TRAJ17
C9orf40,ZC3H11A,AP001999.3,TRAJ18
AC093787.2,LRRC40,AL356361.3,TRAJ19
AC008522.1,PTCHD1,AL583825.1,TRAJ21
AC100778.3,RDH13,TTTY12,TRAJ22
STIL,AC019068.1,AL135746.1,TRAJ6
AC018511.2,TPT1,AC136285.2,TRAJ7
WDR34,LATS2-AS1,AC022166.2,TRAJ8
AL662907.3,AP001528.1,AL360157.1,AL499627.2
AL442071.2,NAA50,AL451067.1,PRAMEF11
AC079340.3,CRYGB,AL133467.4,CXorf49B
AC016168.1,AC005841.1,IGKJ1,CDX4
DPEP2NB,AC016722.1,IGKJ2,AL662864.1
AC145543.1,AL022323.5,AF111169.1,FAM236A
AC254629.1,AC010401.2,AL365214.4,AC027243.1
AC004906.1,AL096869.1,Z98880.1,TRAJ14
AL136164.1,AL590399.5,TRBV7-5,TRAJ16
AL118522.1,LINC01165,TRBV6-6,AC012229.1
MIR205HG,AC090164.2,TRBV7-4,PRAMEF27
AC073348.2,AP000547.4,AL136096.1,AC245177.1
IGLVIVOR22-1,OR2K2,AP003501.2,CENPVL1
KLK9,TLR8,AL022312.1,AL096828.6
AC012500.1,LGSN,AL359792.1,KRTAP9-2
AL096828.2,PRSS16,OR1D5,LINC01784
AC135895.1,LINC01931,AL359547.1,KRTAP9-1
CXCL11,AC068759.1,AC106822.1,KRTAP4-7
CCDC37-DT,ZNFX1,ACTBL2,AC096970.1
SMIM2-IT1,ADA,AC004817.2,IGLVI-63
AC074035.1,AC011379.1,AC234771.1,AP001189.3
AL049637.2,RAB39A,LINC02706,AP001189.5
AC007861.2,LINC01836,FO393408.1,TRAJ9
AC063952.4,AC111152.2,CT45A3,TRAJ10
AL135785.1,KLRF2,IGKV6-21,TRAJ11
AL445465.2,HAGLROS,IGKV3-20,TRAJ12
AC011131.1,AC004069.1,IGKV2-19,TRAJ1
LINC02806,SP2-AS1,OR10G9,TRAJ2
AL592466.1,SPAM1,AC009154.2,TRAJ3
BX539320.1,AC092100.1,LINC02329,IGLV3-31
ARL14,Z97989.1,OR4D5,TRAJ54
HTR2A-AS1,HMGA2-AS1,AL590385.1,TRAJ40
KIR3DL2,SLC12A4,AC019193.3,TRAJ41
AC017015.2,SCNN1D,AC018521.3,AC024614.2
AC136944.4,SFTPD,AC091179.1,AC104619.2
ZSCAN5C,SHOC2,AC093871.1,TRAV31
AC069113.2,VTCN1,AC055872.2,AC024614.1
AC141586.2,LINC02450,AC025754.1,HNRNPCL2
XCR1,AC034236.2,EGFLAM-AS2,IGLVVI-25-1
SSX7,AC007671.1,TRGV10,CCL7
AC106771.1,APOBEC3F,TGFB2-OT1,AC005549.1
LINC01845,AC013565.1,TRGV4,TAF11L3
CLEC4E,AC007533.1,TRGV5,TAF11L2
KCNAB1-AS2,SMCO1,TRGV11,TRAJ37
AC112491.1,GALNT1,TRGJP1,AC245056.1
AP000428.2,SENP2,LINC00543,TRAJ38
OR1B1,RPRD2,AL137001.1,TRAJ23
LINC01826,PAH,TRGJ2,TRAJ24
AC005104.1,TFPI,TRGV5P,CCL11
AC080075.1,AF241728.2,TRGV6,TRAJ32
AC012506.2,AC003035.2,TRGV1,TRAJ33
AL445238.2,TEX53,AL691482.3,TRAJ34
AC084706.1,ATF1,AC068135.2,TRAJ35
LINC02025,LINC02163,LINC00163,TRAJ36
TCF21,LINC01133,CT47A1,PRICKLE2-AS1
LINC01680,FZD3,CT47A2,SSU72P7
H2AFB3,KLHL22,AC073257.1,SSU72P4
AC114752.1,AC099332.1,AC104971.3,AC008764.5
DBET,AC004923.4,AC055720.2,OR51G1
AC010478.1,AC022447.3,AL355596.2,TRAJ42
TBXT,CALHM1,AL513013.1,TRAJ43
AC078880.4,IL36B,CT47A8,TRAJ44
AC092484.1,AP000777.1,CT47A9,AC024610.1
AL355483.2,AC009065.6,CT47A10,AC004253.2
AL591212.1,AC061975.1,AL132855.1,AC073370.1
AL451042.2,AC099487.1,KRTAP10-5,OR7C2
COL18A1-AS1,AC015674.1,KRTAP10-3,OR10H2
LINC00316,AC027250.2,BX322559.1,SSU72P2
AC015911.9,AC073525.1,AL133499.1,AC025300.1
FCRL6,AL137798.1,GPR119,AC004543.1
RBMXL3,AC008972.1,AC012572.1,AC104445.1
OR4K1,AC096921.2,AC087399.1,AC018761.4
AC008391.1,AC092720.1,AC022367.1,PRAMEF26
AC092850.2,AC123768.1,AC087318.1,AC024681.2
AC007952.5,AL157778.1,CT45A10,AC016074.1
AC007952.9,AC138035.1,CT45A9,MBD3L2
IL9,AL662907.3,CT45A8,TRAJ25
AC138647.2,RGPD3,CT45A7,AC107302.2
AC068898.1,DNAJC7,TRGV8,AC117462.1
AL391863.2,AL118558.4,AC073127.1,KRTAP9-3
AC108515.1,TP73,RERG-IT1,AC093831.1
AC004047.1,AP001992.2,AL023754.2,AC136628.1
AL590068.3,AL390066.1,EGFLAM-AS3,AC109479.3
LINC02374,HAMP,KRTAP10-2,AC096644.3
IGHG2,C5orf38,AL022100.2,TGFB2-OT1
IGHG4,EPHX2,AL021940.1,TBC1D3E
AC092296.1,NRSN2-AS1,AC067945.2,TEX50
AP004609.1,RHOQ,AL359979.2,TRAJ27
AL162425.1,AC097450.1,CT45A2,LINC02531
AL445070.1,FNDC1,AC005722.4,AL133457.1
AC021422.1,AL590062.1,AL023693.1,AC105177.1
AL360014.1,PIP5K1B,HOXB-AS2,AL450990.1
DUOXA2,AC021237.1,TRGVA,LINC02110
HOXD4,DOCK10,FAM27E5,TAF11L6
TAS2R60,NCAM1,AL136961.1,TAF11L5
BX005214.2,AC087762.1,LINC00555,AC104031.1
AC243830.3,NPIPA9,AC098680.1,AC015911.5
AC121334.4,COL5A1,TRGJP,AC244100.4
AC012615.5,RAD21L1,AL713965.1,LINC00428
FAM205C,MAP3K20-AS1,AL358972.1,OR51S1
AC037433.1,AC010422.1,AC008808.2,OR52R1
OR5BS1P,FSCN2,AC022441.2,OR51F1
TTTY4B,PROX2,AC022441.1,LINC01056
AC105265.4,AC135012.1,AL355497.2,LINC01742
AP001360.2,AC072054.1,AL138733.2,AL389889.1
ICOS,AC108019.2,AL583809.1,TAF11L4
AP001999.2,AP001007.3,LINC01839,AL356313.1
AC091820.2,AL021707.7,LINC01696,FGF21
NKX3-2,RPS24,TRGJ1,AL160004.1
SPATA8-AS1,AL096869.2,KRTAP2-2,IGLJ5
SERPINA12,ZNF618,KRTAP4-2,IGLC4
LINC02792,DISP1,IGHV5-51,IGLJ4
FAM236C,AC009163.6,IGHV3-62,LINC00380
AC010271.1,F8A1,IGHV4-61,LINC00353
OR1E2,AC092279.1,IGHVII-60-1,KRTAP9-7
LINC01735,AL645944.2,IGHV3-60,AC008687.3
AL031651.1,AC107072.2,IGHVIII-47-1,AC008687.2
AC117488.1,MSX2,AC015818.4,AC018904.2
AC098850.2,ASB7,KRTAP16-1,AC084781.2
AC003087.1,AL691447.2,IGHV3-79,LINC02349
LINC00111,G6PC2,IGHVII-78-1,IGLC7
AC069148.1,AL390839.1,IGHV5-78,IGLJ7
AC003685.1,LINC02718,AC243773.1,IGLC6
AL358177.1,SKIL,IGHV4-59,IGLJ6
LINC01928,RSPH10B,IGHV1-58,AL133319.1
ADAM30,PPP1R14A,IGHV3-57,AL590644.1
ISL1,SMIM10,IGHV7-56,AC021713.1
LINC02544,DEFB135,KRTAP17-1,AC023442.2
LINC02837,PIMREG,KRTAP1-4,AC004869.2
CD200R1L-AS1,TRIM41,KRTAP3-1,TRGV1
HOXD10,KLHL6,TPD52L3,TRGV4
AL133329.1,AP001505.1,EVX2,TRGV5
H2AFB1,AC006238.2,IGLV3-10,IGHV3-79
AC006272.1,AL445604.1,KRTAP4-3,AC091564.3
AC114814.3,AL023581.1,KRTAP4-4,IGHV5-78
ITLN1,LINC02767,KRTAP4-5,IGHVIII-76-1
HSD17B3-AS1,AC015943.1,IGHV3-52,IGHV3-76
AC007527.2,Z98200.1,KRTAP4-11,IGHV3-75
AC062037.2,AL096799.1,KRTAP4-16,DUSP21
AP000547.2,KLLN,UGT2A2,BX284668.1
AL592464.3,SNHG30,AC019133.1,CGB5
LINC00347,LINC01873,KRTAP29-1,CGB2
AP003721.3,DNAJC5B,KRTAP4-1,AC116038.1
AC025576.2,AC131182.1,KRTAP4-8,IGHVII-78-1
AC139887.3,AC022706.1,KRTAP2-4,AL390730.2
AC099063.1,PAGE2B,KRTAP4-6,AL390730.1
AC015819.1,AC016553.1,KRTAP4-12,AL355990.2
C9orf62,SIGLEC14,LINC02562,ASCL3
AC007448.3,LINC02051,GK2,AC021785.1
P2RY4,C14orf177,AC107072.1,AC092306.1
AP002505.3,AC022784.3,IGHV3-64,CST8
AC008741.1,AL022170.1,AL512310.2,AC010486.1
AC022511.1,AC138150.2,AL356019.1,IGLC5
LINC00709,AC011365.1,IGHV3-63,DEFB115
LINC02812,MIR583HG,IGHVII-62-1,LINC01737
AL449043.1,MS4A10,IGHV3-49,AC074254.1
AL132875.3,AC005696.3,IGHV3-69-1,AC012055.2
HBD,AC145207.4,IGHV2-70D,OR1A2
AC009656.1,NMS,AL929601.2,hsa-mir-1253
AL449983.1,AC092687.1,AL929601.1,AC104237.2
LACRT,AC005180.1,CR383656.12,OR5P3
AC093157.2,AL157359.1,IGHVII-67-1,OR5P2
AC100778.1,AL132711.1,IGHV1-67,LINC02722
KRT71,AL356387.1,IGHV3-66,AC079329.1
AC020558.2,GPR107,IGHVII-65-1,KC877392.1
NR0B2,ZNF638,IGHV1-69-2,AC093763.1
GOLGA6A,FADS6,IGHV3-48,AC129507.3
BICRA-AS1,AL451080.1,KRTAP2-1,OLIG3
PLAG1,PURG,IGHV2-70,AC113194.1
AC068025.1,WNT5A,IGHV1-69D,AC013644.1
